,age,gender,time_spent,platform,interests,location,demographics,userid,profession,income,indebt,isHomeOwner,Owns_Car,income_range,,,
,19,non-binary,3,Instagram,Lifestlye,United States,Rural,817,Software Engineer,14782,False,False,False,Medium,,,
,30,male,3,Facebook,Lifestlye,United Kingdom,Sub_Urban,818,Student,19497,False,False,True,High,,,
,60,male,1,Instagram,Travel,United Kingdom,Sub_Urban,819,Student,15560,False,False,True,Low,,,
,60,female,7,Facebook,Lifestlye,United States,Sub_Urban,820,Student,17460,False,True,False,High,,,
,28,non-binary,5,Instagram,Lifestlye,Australia,Urban,821,Student,13078,False,False,True,Medium,,,
,64,non-binary,4,Facebook,Sports,United States,Sub_Urban,822,Student,12983,False,False,False,Medium,,,
,40,female,4,Facebook,Sports,United States,Urban,823,Student,17259,True,False,True,High,,,
,33,male,4,Facebook,Sports,Australia,Sub_Urban,824,Marketer Manager,16054,False,False,True,High,,,
,48,male,6,Facebook,Travel,United States,Rural,825,Marketer Manager,12523,False,True,False,Medium,,,
,28,male,8,Facebook,Lifestlye,United Kingdom,Urban,826,Marketer Manager,19677,False,False,True,High,,,
,33,male,8,Facebook,Sports,United Kingdom,Urban,827,Marketer Manager,14581,True,True,True,Medium,,,
,25,non-binary,5,Facebook,Sports,United Kingdom,Sub_Urban,828,Software Engineer,15609,True,False,True,Low,,,
,21,non-binary,6,Facebook,Sports,United States,Sub_Urban,829,Marketer Manager,12001,True,True,False,Medium,,,
,57,female,4,Facebook,Lifestlye,United Kingdom,Urban,830,Student,11387,False,True,True,Low,,,
,21,female,9,Instagram,Lifestlye,United Kingdom,Rural,831,Marketer Manager,16552,False,True,True,High,,,
,42,non-binary,8,YouTube,Lifestlye,United Kingdom,Rural,832,Marketer Manager,11030,False,True,True,Low,,,
,20,non-binary,1,Facebook,Travel,United Kingdom,Sub_Urban,833,Student,19957,True,True,False,High,,,
,49,male,2,YouTube,Travel,United Kingdom,Rural,834,Marketer Manager,11220,False,False,False,Low,,,
,20,male,9,Facebook,Sports,United Kingdom,Rural,835,Marketer Manager,16035,True,True,False,High,,,
,44,female,8,Facebook,Lifestlye,United States,Sub_Urban,836,Marketer Manager,19810,True,False,False,High,,,
,46,non-binary,3,Instagram,Sports,United Kingdom,Rural,837,Software Engineer,19455,True,True,False,High,,,
,49,female,8,Instagram,Lifestlye,United Kingdom,Sub_Urban,838,Marketer Manager,16523,True,True,True,High,,,
,36,non-binary,1,YouTube,Lifestlye,Australia,Urban,839,Student,18074,True,False,False,High,,,
,38,male,4,Instagram,Lifestlye,United States,Sub_Urban,840,Student,19063,False,True,False,High,,,
,22,female,3,Instagram,Travel,United States,Urban,841,Marketer Manager,10834,False,True,True,Low,,,
,35,female,6,YouTube,Travel,United States,Urban,842,Marketer Manager,19110,True,True,False,High,,,
,45,non-binary,7,Instagram,Lifestlye,United States,Rural,843,Marketer Manager,11724,False,True,True,Low,,,
,59,male,4,Facebook,Sports,United Kingdom,Rural,844,Student,16598,False,False,False,High,,,
,39,female,7,YouTube,Lifestlye,United Kingdom,Rural,845,Student,12413,True,True,True,Medium,,,
,38,male,9,YouTube,Lifestlye,Australia,Sub_Urban,846,Software Engineer,19505,True,True,True,High,,,
,23,female,2,Facebook,Sports,Australia,Rural,847,Software Engineer,15993,False,False,False,Low,,,
,18,male,3,Instagram,Lifestlye,United States,Urban,848,Software Engineer,14498,False,False,False,Medium,,,
,22,non-binary,5,YouTube,Sports,Australia,Rural,849,Student,12105,False,True,True,Medium,,,
,58,female,3,YouTube,Travel,Australia,Rural,850,Software Engineer,12568,False,True,True,Medium,,,
,29,female,8,Facebook,Travel,United States,Sub_Urban,851,Marketer Manager,19330,True,False,True,High,,,
,43,male,8,Facebook,Sports,United States,Sub_Urban,852,Marketer Manager,10209,False,True,True,Low,,,
,63,male,8,Instagram,Travel,Australia,Urban,853,Student,19256,True,False,True,High,,,
,51,female,9,YouTube,Travel,United Kingdom,Sub_Urban,854,Software Engineer,14911,True,True,True,Medium,,,
,31,non-binary,4,Instagram,Sports,Australia,Rural,855,Marketer Manager,12220,False,False,True,Medium,,,
,43,male,5,Instagram,Travel,Australia,Sub_Urban,856,Student,10233,False,False,False,Low,,,
,62,male,5,Facebook,Lifestlye,United Kingdom,Urban,857,Software Engineer,10792,False,False,True,Low,,,
,44,male,8,YouTube,Lifestlye,United Kingdom,Rural,858,Marketer Manager,13110,True,True,False,Medium,,,
,26,female,7,YouTube,Sports,United States,Urban,859,Software Engineer,12166,True,True,False,Medium,,,
,43,female,9,YouTube,Travel,United States,Sub_Urban,860,Student,18526,True,True,True,High,,,
,64,female,8,Facebook,Lifestlye,Australia,Sub_Urban,861,Software Engineer,19551,True,True,True,High,,,
,39,female,2,Facebook,Lifestlye,United Kingdom,Urban,862,Student,15193,False,False,False,Low,,,
,64,non-binary,4,Facebook,Travel,United States,Rural,863,Software Engineer,11214,True,False,True,Low,,,
,47,non-binary,6,Facebook,Travel,Australia,Sub_Urban,864,Marketer Manager,14419,True,False,True,Medium,,,
,60,female,2,Facebook,Lifestlye,United Kingdom,Sub_Urban,865,Student,17314,False,True,False,High,,,
,34,non-binary,7,YouTube,Lifestlye,Australia,Rural,866,Student,18475,True,True,False,High,,,
,43,male,3,Instagram,Sports,United States,Sub_Urban,867,Student,10212,True,True,False,Low,,,
,53,male,3,YouTube,Sports,United States,Urban,868,Software Engineer,11658,False,False,True,Low,,,
,18,male,2,Instagram,Lifestlye,United Kingdom,Sub_Urban,869,Software Engineer,15024,True,True,True,Low,,,
,25,female,8,Facebook,Sports,Australia,Sub_Urban,870,Marketer Manager,19609,True,True,False,High,,,
,52,male,6,Instagram,Lifestlye,United Kingdom,Rural,871,Student,15917,True,False,True,Low,,,
,32,non-binary,1,YouTube,Lifestlye,United States,Urban,872,Student,15141,True,False,False,Low,,,
,64,female,1,YouTube,Sports,United States,Rural,873,Software Engineer,11794,False,True,True,Low,,,
,39,non-binary,7,Instagram,Sports,Australia,Sub_Urban,874,Software Engineer,15988,True,False,False,Low,,,
,31,male,8,Facebook,Travel,Australia,Sub_Urban,875,Marketer Manager,18296,False,True,True,High,,,
,43,male,5,Facebook,Travel,Australia,Rural,876,Marketer Manager,15578,True,False,False,Low,,,
,45,male,5,YouTube,Travel,United Kingdom,Rural,877,Software Engineer,15551,False,False,True,Low,,,
,40,female,4,Instagram,Lifestlye,Australia,Rural,878,Student,13845,False,False,True,Medium,,,
,31,non-binary,6,Facebook,Sports,Australia,Urban,879,Marketer Manager,16906,False,True,False,High,,,
,41,female,6,Facebook,Lifestlye,United States,Sub_Urban,880,Software Engineer,10378,True,True,True,Low,,,
,19,female,3,YouTube,Sports,United States,Rural,881,Software Engineer,13293,True,True,True,Medium,,,
,62,male,9,Facebook,Lifestlye,Australia,Sub_Urban,882,Student,13329,True,False,False,Medium,,,
,43,female,7,Instagram,Travel,Australia,Urban,883,Software Engineer,14808,False,False,True,Medium,,,
,31,female,1,YouTube,Travel,United States,Urban,884,Software Engineer,17937,True,False,True,High,,,
,24,male,7,YouTube,Travel,Australia,Urban,885,Marketer Manager,10224,True,False,True,Low,,,
,20,female,5,Instagram,Lifestlye,United Kingdom,Urban,886,Software Engineer,10737,True,True,False,Low,,,
,64,male,5,YouTube,Sports,United Kingdom,Sub_Urban,887,Software Engineer,10235,True,True,False,Low,,,
,40,male,2,Facebook,Sports,United Kingdom,Urban,888,Marketer Manager,10711,False,True,False,Low,,,
,63,male,4,Facebook,Travel,Australia,Urban,889,Student,15988,False,False,False,Low,,,
,60,male,6,Instagram,Travel,United States,Rural,890,Student,11888,True,False,False,Low,,,
,64,female,7,Facebook,Travel,Australia,Urban,891,Marketer Manager,17173,True,True,True,High,,,
,62,male,5,Instagram,Travel,Australia,Rural,892,Marketer Manager,11259,True,False,True,Low,,,
,35,male,9,Instagram,Sports,United States,Urban,893,Student,15246,False,True,False,Low,,,
,55,female,3,Facebook,Lifestlye,United States,Urban,894,Student,17271,True,False,True,High,,,
,52,female,1,Instagram,Lifestlye,United States,Rural,895,Student,10748,False,False,True,Low,,,
,32,non-binary,4,Facebook,Lifestlye,United Kingdom,Urban,896,Student,13551,False,True,True,Medium,,,
,42,female,9,YouTube,Lifestlye,Australia,Sub_Urban,897,Student,16400,True,True,True,High,,,
,54,female,4,YouTube,Travel,United States,Sub_Urban,898,Marketer Manager,16643,True,False,False,High,,,
,45,non-binary,2,Instagram,Travel,Australia,Urban,899,Software Engineer,18701,True,True,False,High,,,
,27,female,5,Facebook,Travel,United Kingdom,Sub_Urban,900,Student,11823,False,True,True,Low,,,
,56,female,3,Facebook,Lifestlye,United Kingdom,Rural,901,Student,16852,False,False,True,High,,,
,34,female,9,YouTube,Travel,United States,Urban,902,Software Engineer,17777,True,False,False,High,,,
,56,female,4,YouTube,Travel,United States,Urban,903,Software Engineer,14232,False,False,True,Medium,,,
,39,non-binary,6,Facebook,Sports,Australia,Rural,904,Software Engineer,16519,True,True,True,High,,,
,43,female,2,Instagram,Sports,United States,Rural,905,Software Engineer,11777,True,False,True,Low,,,
,61,female,6,YouTube,Travel,Australia,Rural,906,Software Engineer,11222,False,False,False,Low,,,
,42,non-binary,3,Instagram,Sports,United States,Urban,907,Software Engineer,17630,False,False,False,High,,,
,34,male,9,Instagram,Sports,Australia,Rural,908,Marketer Manager,11777,False,False,True,Low,,,
,30,non-binary,2,YouTube,Travel,Australia,Rural,909,Software Engineer,19496,False,False,True,High,,,
,37,male,9,Instagram,Travel,Australia,Sub_Urban,910,Software Engineer,17490,True,True,True,High,,,
,42,non-binary,5,Instagram,Travel,Australia,Sub_Urban,911,Marketer Manager,14859,True,False,True,Medium,,,
,21,non-binary,8,Facebook,Travel,United Kingdom,Urban,912,Software Engineer,18893,True,False,True,High,,,
,27,female,2,Instagram,Lifestlye,Australia,Sub_Urban,913,Student,18118,False,True,True,High,,,
,20,male,6,Facebook,Lifestlye,United States,Sub_Urban,914,Student,12989,True,False,False,Medium,,,
,58,female,3,YouTube,Travel,United Kingdom,Rural,915,Software Engineer,18343,False,False,False,High,,,
,62,male,5,YouTube,Sports,United Kingdom,Rural,916,Marketer Manager,11325,False,True,True,Low,,,
,35,non-binary,8,Facebook,Travel,Australia,Sub_Urban,917,Student,19493,False,False,False,High,,,
,64,non-binary,1,YouTube,Travel,United Kingdom,Sub_Urban,918,Marketer Manager,19903,True,True,True,High,,,
,53,male,5,Instagram,Sports,Australia,Sub_Urban,919,Student,15127,False,False,True,Low,,,
,64,female,3,Instagram,Lifestlye,United States,Urban,920,Software Engineer,18998,False,True,False,High,,,
,39,female,4,Instagram,Travel,Australia,Urban,921,Marketer Manager,12722,False,True,False,Medium,,,
,51,female,2,YouTube,Travel,United Kingdom,Urban,922,Marketer Manager,14656,False,False,True,Medium,,,
,64,female,9,Instagram,Lifestlye,United States,Sub_Urban,923,Marketer Manager,11325,False,True,True,Low,,,
,25,non-binary,3,YouTube,Lifestlye,Australia,Sub_Urban,924,Student,14133,False,True,False,Medium,,,
,57,non-binary,2,Instagram,Sports,United States,Urban,925,Student,19351,False,False,False,High,,,
,61,non-binary,9,Facebook,Lifestlye,United States,Urban,926,Student,12869,False,False,True,Medium,,,
,36,non-binary,7,YouTube,Lifestlye,United Kingdom,Sub_Urban,927,Software Engineer,11242,False,True,True,Low,,,
,59,non-binary,6,YouTube,Lifestlye,United States,Rural,928,Student,18539,False,False,True,High,,,
,58,female,1,Instagram,Sports,United Kingdom,Urban,929,Software Engineer,11831,False,True,False,Low,,,
,54,female,5,YouTube,Lifestlye,United States,Sub_Urban,930,Marketer Manager,11569,False,True,True,Low,,,
,23,female,3,YouTube,Lifestlye,Australia,Sub_Urban,931,Marketer Manager,17246,True,False,False,High,,,
,43,female,1,Facebook,Sports,United States,Rural,932,Software Engineer,11918,True,False,True,Low,,,
,51,non-binary,4,Facebook,Lifestlye,Australia,Sub_Urban,933,Student,16416,False,True,False,High,,,
,62,non-binary,2,Instagram,Lifestlye,Australia,Sub_Urban,934,Software Engineer,13232,False,False,False,Medium,,,
,23,non-binary,2,Facebook,Sports,United States,Urban,935,Marketer Manager,13758,False,False,False,Medium,,,
,54,male,3,Instagram,Travel,Australia,Urban,936,Marketer Manager,15997,True,True,False,Low,,,
,50,female,8,Instagram,Sports,United States,Rural,937,Software Engineer,12355,True,True,True,Medium,,,
,39,female,8,Instagram,Lifestlye,United States,Rural,938,Student,19589,True,True,False,High,,,
,38,non-binary,7,YouTube,Lifestlye,Australia,Sub_Urban,939,Student,11824,False,True,False,Low,,,
,23,female,6,Facebook,Lifestlye,Australia,Urban,940,Software Engineer,17280,False,True,False,High,,,
,23,female,9,Instagram,Sports,United Kingdom,Rural,941,Software Engineer,14060,False,True,True,Medium,,,
,21,non-binary,4,Facebook,Lifestlye,Australia,Rural,942,Student,15324,False,False,True,Low,,,
,47,male,1,Instagram,Lifestlye,United Kingdom,Rural,943,Marketer Manager,10404,True,True,True,Low,,,
,28,male,8,Facebook,Sports,Australia,Sub_Urban,944,Software Engineer,11721,False,False,True,Low,,,
,47,male,7,Facebook,Travel,United States,Urban,945,Student,15316,True,False,True,Low,,,
,48,non-binary,7,Instagram,Travel,Australia,Rural,946,Student,13845,True,True,True,Medium,,,
,41,female,3,YouTube,Lifestlye,United States,Urban,947,Marketer Manager,14210,False,False,False,Medium,,,
,26,non-binary,4,Facebook,Sports,United States,Rural,948,Marketer Manager,10064,True,True,False,Low,,,
,20,non-binary,9,YouTube,Lifestlye,United States,Rural,949,Marketer Manager,19491,True,False,False,High,,,
,48,female,6,YouTube,Sports,United Kingdom,Urban,950,Marketer Manager,16382,True,True,True,High,,,
,57,male,5,Instagram,Sports,Australia,Urban,951,Marketer Manager,19607,True,True,False,High,,,
,54,male,3,Instagram,Travel,United States,Urban,952,Software Engineer,10968,False,True,False,Low,,,
,53,non-binary,9,Instagram,Travel,United States,Sub_Urban,953,Student,10368,False,True,True,Low,,,
,41,male,5,Facebook,Sports,United Kingdom,Rural,954,Software Engineer,18424,True,False,False,High,,,
,48,non-binary,5,Instagram,Lifestlye,Australia,Sub_Urban,955,Software Engineer,12242,False,False,True,Medium,,,
,23,non-binary,4,Instagram,Travel,Australia,Urban,956,Software Engineer,15002,True,False,False,Low,,,
,19,female,4,Facebook,Lifestlye,United Kingdom,Rural,957,Software Engineer,13083,False,False,True,Medium,,,
,37,female,1,Facebook,Travel,United Kingdom,Sub_Urban,958,Software Engineer,18073,False,False,True,High,,,
,45,female,7,Instagram,Travel,Australia,Rural,959,Marketer Manager,19112,False,True,True,High,,,
,28,non-binary,9,Instagram,Lifestlye,United Kingdom,Sub_Urban,960,Marketer Manager,18880,False,True,False,High,,,
,21,female,3,Instagram,Travel,Australia,Urban,961,Student,11469,False,True,False,Low,,,
,32,male,2,Instagram,Travel,Australia,Sub_Urban,962,Software Engineer,14725,True,True,True,Medium,,,
,23,male,3,YouTube,Lifestlye,United States,Rural,963,Student,14259,False,True,True,Medium,,,
,47,non-binary,1,YouTube,Travel,United States,Rural,964,Marketer Manager,13622,True,False,False,Medium,,,
,55,non-binary,6,Instagram,Travel,Australia,Rural,965,Marketer Manager,10823,True,True,False,Low,,,
,19,female,7,YouTube,Travel,Australia,Rural,966,Marketer Manager,13431,False,True,True,Medium,,,
,32,non-binary,2,Facebook,Lifestlye,Australia,Urban,967,Software Engineer,16528,True,False,False,High,,,
,28,non-binary,8,YouTube,Sports,Australia,Sub_Urban,968,Software Engineer,14151,False,False,False,Medium,,,
,25,male,6,YouTube,Lifestlye,Australia,Urban,969,Marketer Manager,14213,True,True,False,Medium,,,
,43,male,4,Instagram,Sports,Australia,Urban,970,Student,17420,True,True,True,High,,,
,62,female,5,YouTube,Travel,United Kingdom,Urban,971,Student,18989,False,False,True,High,,,
,61,non-binary,8,YouTube,Sports,Australia,Rural,972,Marketer Manager,10779,False,True,False,Low,,,
,22,non-binary,3,YouTube,Lifestlye,United Kingdom,Rural,973,Student,12892,False,True,True,Medium,,,
,23,male,3,YouTube,Lifestlye,United Kingdom,Rural,974,Marketer Manager,15534,False,True,False,Low,,,
,43,non-binary,4,Facebook,Travel,Australia,Sub_Urban,975,Student,13306,True,False,False,Medium,,,
,21,male,1,Instagram,Sports,Australia,Rural,976,Marketer Manager,12902,False,True,True,Medium,,,
,36,female,9,Instagram,Travel,United Kingdom,Sub_Urban,977,Student,13718,True,True,True,Medium,,,
,37,male,8,Facebook,Travel,United Kingdom,Rural,978,Software Engineer,10021,True,False,True,Low,,,
,50,non-binary,8,YouTube,Lifestlye,Australia,Rural,979,Marketer Manager,11500,True,False,False,Low,,,
,37,female,6,Facebook,Sports,Australia,Urban,980,Marketer Manager,19034,True,False,False,High,,,
,29,male,7,YouTube,Sports,United Kingdom,Urban,981,Student,19952,True,True,True,High,,,
,64,male,6,Facebook,Sports,United Kingdom,Urban,982,Marketer Manager,13641,True,False,True,Medium,,,
,18,female,9,Instagram,Sports,United Kingdom,Sub_Urban,983,Marketer Manager,15212,False,True,True,Low,,,
,43,female,3,Instagram,Travel,United States,Sub_Urban,984,Marketer Manager,10191,True,False,False,Low,,,
,31,male,3,Instagram,Travel,United Kingdom,Rural,985,Software Engineer,18587,True,True,False,High,,,
,55,non-binary,3,YouTube,Lifestlye,United States,Sub_Urban,986,Software Engineer,17174,True,False,False,High,,,
,54,male,3,YouTube,Travel,Australia,Rural,987,Student,15114,False,True,True,Low,,,
,28,female,9,Facebook,Travel,Australia,Sub_Urban,988,Software Engineer,14662,False,True,True,Medium,,,
,53,male,4,Facebook,Lifestlye,United Kingdom,Sub_Urban,989,Student,14326,True,False,False,Medium,,,
,30,female,7,Instagram,Lifestlye,Australia,Sub_Urban,990,Software Engineer,19065,False,False,True,High,,,
,60,female,9,YouTube,Lifestlye,Australia,Urban,991,Student,14335,True,True,True,Medium,,,
,20,non-binary,7,Facebook,Travel,Australia,Sub_Urban,992,Software Engineer,18281,False,False,True,High,,,
,50,female,9,YouTube,Travel,Australia,Urban,993,Software Engineer,18648,True,True,True,High,,,
,23,female,3,YouTube,Lifestlye,United States,Urban,994,Student,19196,False,False,False,High,,,
,27,non-binary,4,Instagram,Lifestlye,United States,Sub_Urban,995,Marketer Manager,15494,False,False,True,Low,,,
,22,female,8,Instagram,Lifestlye,United Kingdom,Rural,996,Marketer Manager,18536,False,True,False,High,,,
,40,non-binary,6,YouTube,Travel,United Kingdom,Rural,997,Software Engineer,12711,True,False,False,Medium,,,
,27,non-binary,5,YouTube,Travel,United Kingdom,Rural,998,Student,17595,True,False,True,High,,,
,61,female,4,YouTube,Sports,Australia,Sub_Urban,999,Marketer Manager,16273,True,True,False,High,,,
,19,female,8,YouTube,Travel,Australia,Rural,1000,Student,16284,False,True,False,High,,,
Sum,40986,,,,,,,,,,,,,,,,
Average,40.986,,,,,,,,,,,,,,,,
Count,1000,,,,,,,,,,,,,,,,
